filename,tempo,harm_change_median1,harm_change_median2,harm_change_median3,harm_change_median4,harm_change_median5,harm_change_median6,harm_change_square1,harm_change_square2,harm_change_square3,harm_change_square4,harm_change_square5,harm_change_square6,label
gtzan\blues\blues.00018.wav,83.35433467741936,-0.03202995091751698,0.0024178236464028613,-0.03532823175191935,-0.027920778840780716,-0.01843929762812972,-0.019811945036053803,0.08202005001812535,0.0805280392397846,0.14813584035132812,0.11995723881172074,0.04949191888312392,0.05309764860001487,blues
gtzan\blues\blues.00019.wav,123.046875,0.06440760345916409,-0.04159916330164573,-0.07086280733346983,0.07346348464488915,0.004592183567113467,0.02425320073962218,0.10490755682129943,0.06983040408532469,0.12976116374802008,0.08481297980951456,0.034704021373105014,0.04820631543957371,blues
gtzan\blues\blues.00020.wav,135.99917763157896,0.04763221852955688,-0.0772213360599864,0.04778458923101365,0.08509947359561885,-0.009142283020048941,-0.01986424997448918,0.06697108628536388,0.08230271556122858,0.08477730325989608,0.09725385933237796,0.04386083428657073,0.031567684804421355,blues
gtzan\blues\blues.00021.wav,99.38401442307692,-0.052521690249913724,-0.09020987996767664,-0.08606378361582814,-0.06679276004433725,-0.043767928799229,0.036690843291580566,0.07508034337509852,0.07472212122832786,0.132349411694378,0.13157459197642063,0.03503479314991434,0.05744983679295671,blues
gtzan\blues\blues.00022.wav,99.38401442307692,-0.06316243224855425,0.0712012292033755,-0.09812405705451999,-0.015202064067126146,-0.00787255388587173,0.014120935462415145,0.07429010795572157,0.07206071480297854,0.13724317929812438,0.1055257790842798,0.046705048103176446,0.04206105462552375,blues
gtzan\blues\blues.00023.wav,95.703125,0.13867493930576283,-0.08137162265248422,-0.11162453889846843,0.09652176126837649,0.018717837715198433,0.03978279884904632,0.11224999998155642,0.075305652929427,0.13157852445347268,0.10839201446855717,0.04667745560550608,0.04574630280124482,blues
gtzan\blues\blues.00024.wav,103.359375,-0.016231942982120325,-0.00029490452732791334,-0.016539044678211434,-0.11733607575297435,0.02344312687177228,-0.033096209168434,0.10103897509694058,0.08101717330537742,0.1306300253684527,0.15013790984807185,0.04557537360550766,0.04776320982443513,blues
gtzan\blues\blues.00025.wav,92.28515625,-0.0694943819248131,0.048910666152968026,-0.00995383411645935,-0.1393240205943588,0.0251823506035811,-0.05472261831164349,0.07927723704841891,0.0814910023497691,0.07069997103045764,0.10972908513453788,0.036138949185083535,0.03661722931049566,blues
gtzan\blues\blues.00026.wav,83.35433467741936,-0.009448951108282682,-0.0281859275027121,0.0736621115356681,-0.07999743521213591,-0.02001860608142759,-0.053930631838738724,0.10469002966408715,0.08945807527023635,0.11154405568270677,0.15282933531058648,0.07062815166461585,0.04165014838619849,blues
gtzan\blues\blues.00027.wav,95.703125,0.12047773009221871,-0.11823949103862749,0.12274199351668297,0.07287753000855421,-0.053570030206147784,-0.05511985346674926,0.11688955583298767,0.127325199464772,0.16154139574381174,0.16488996532283634,0.06541231862323872,0.04996618491047095,blues
gtzan\blues\blues.00028.wav,103.359375,-0.001406562746488791,0.020710525178501537,-0.022158619016409697,-0.08520467765629354,0.004914969319703097,-0.0354837812483312,0.10252616895919825,0.08651528528790428,0.11808490196680205,0.1631524373971126,0.04685134093282541,0.05096916470372409,blues
gtzan\blues\blues.00029.wav,129.19921875,0.07428556201004802,0.0277120407677161,-0.019598230719566817,-0.07764236629009329,-0.0436008707226968,0.0014127967879176198,0.12456100525543473,0.11555943765322635,0.1732833265281498,0.17206169317559614,0.05923322707858036,0.061091015710271875,blues
gtzan\blues\blues.00030.wav,143.5546875,-0.03425266162127241,0.21056784200632417,0.026899317279457477,0.047594357281922565,0.0024391634958438736,-0.03859673999249933,0.13456933692028164,0.1294425925214121,0.219167308494881,0.15987776500247258,0.08556084990631764,0.062117795553524584,blues
gtzan\blues\blues.00031.wav,151.99908088235293,0.2273364515674029,0.048029382535219815,-0.022751899436116385,-0.16050822287797994,-0.031110443070685605,0.00360131449997445,0.14902567569033903,0.12673443634143527,0.20569292820556212,0.1926628285817331,0.07886753739176729,0.08130439632677525,blues
gtzan\blues\blues.00032.wav,123.046875,0.028859532901241935,0.25571920896340006,0.09366575628519008,0.0714069083333006,0.05549935511966869,0.029956842307001595,0.21943884565814914,0.2180409808537465,0.27433766225309836,0.301345744261185,0.0768741899610064,0.12785275540572008,blues
gtzan\blues\blues.00033.wav,151.99908088235293,-0.02037377098558327,0.20566723678994722,-0.12727476656436937,0.05317837744951152,-0.012198975521861949,-0.024336174596101243,0.167552439976725,0.14247704118580135,0.23204076981708133,0.22129747729508778,0.0929358735158769,0.09359393771319129,blues
gtzan\blues\blues.00034.wav,129.19921875,0.1269975658514575,0.06065088556676096,-0.045263323932886554,-0.07650404423475365,-0.04481722970241724,0.005402675829827797,0.15796263165595995,0.12122794278619688,0.15726453493348475,0.20535281939870761,0.06549526293127149,0.06997382152359415,blues
gtzan\blues\blues.00035.wav,129.19921875,-0.030413509269886178,0.086546176834138,-0.001843404024840234,0.01253077015280661,0.013076754906303419,-0.01842530444264409,0.1164135446442095,0.09101458260335119,0.15866542998198258,0.15631677145208908,0.05265896974765297,0.06058569125396657,blues
gtzan\blues\blues.00036.wav,151.99908088235293,-0.11662809353258374,0.21484333502809574,-0.15517462976276908,0.061353437602519094,-0.05022562029937024,-0.025709030451253265,0.1372527250021331,0.1457092145253236,0.17769523194890827,0.2040932606328295,0.08942984365061593,0.06942943217540906,blues
gtzan\blues\blues.00037.wav,123.046875,-0.07647820065994744,0.16198043540946386,-0.0857850778847934,0.10342627391218975,-0.04287402569355392,-0.03358031902462253,0.10843626265921612,0.1712461198256166,0.1970245804685527,0.13163623909423933,0.06822146709633184,0.06327306813701737,blues
gtzan\blues\blues.00038.wav,129.19921875,-0.1833799591498219,0.02911879721180975,0.09096414223313257,-0.0740947481244808,0.0312936781006859,0.015134668443352194,0.15434784523109354,0.15260808847406274,0.1514103117046717,0.1942083060286591,0.0729750091957257,0.08018953017106636,blues
gtzan\blues\blues.00039.wav,117.45383522727273,-0.0299215051353224,0.21269802241880054,-0.11314379610121246,0.07431245595216518,-0.005384496179295462,-0.015610942617059007,0.2129531459359204,0.21354260561160732,0.2772673211500251,0.29336493585699863,0.11379835799977439,0.11519459064308778,blues
gtzan\blues\blues.00040.wav,117.45383522727273,-0.05816369285006849,-0.0037255893334602343,-0.0023811683058745092,0.044984009116887505,-0.0017116260443768101,-0.008245695382356562,0.04767363200574101,0.04761747844297384,0.06782655418094104,0.06154537365384925,0.02784047306954766,0.029179852202561675,blues
gtzan\blues\blues.00041.wav,129.19921875,-0.0872235768906107,0.035302034860735874,0.05261764302849718,-0.037188760936260626,0.01447304932402932,0.00769775081425911,0.08438683013241166,0.06905151915016247,0.09407381815899063,0.10076554842929207,0.03181529407623263,0.04032628681975174,blues
gtzan\blues\blues.00042.wav,89.10290948275862,-0.02554615017138817,-0.06184065556969002,0.003869816660880432,-0.015051014721394218,0.01834192135320719,0.005065843462944001,0.1633248961061335,0.16219202131303262,0.1735877038609827,0.1663251777140739,0.06596011504466075,0.06700759044663337,blues
gtzan\blues\blues.00043.wav,129.19921875,-0.0037025103464506104,-0.059497664906772996,0.04971207305788876,0.0057623907923694566,-0.013815618322225156,0.003405714407563272,0.07634380687548777,0.07130860148386366,0.08647332738694093,0.08675818203613957,0.03581572667012362,0.03547467533675787,blues
gtzan\blues\blues.00044.wav,135.99917763157896,-0.06892646571324924,0.012340580237987422,0.02828784659504853,-0.01548255980014862,0.0033549406139101005,0.005131256766617285,0.07288866629862464,0.05139650351817638,0.07832687966125622,0.08696356421010033,0.03129166187286162,0.035741301690603765,blues
gtzan\blues\blues.00045.wav,129.19921875,-0.07377844089738259,0.021332938165587803,0.013850703835486755,-0.04318933933973361,0.009190230745520325,0.010432918556034749,0.06673307087785176,0.07723984854327726,0.061286547618882685,0.09270958135541954,0.03470776497021548,0.031373715693831655,blues
gtzan\blues\blues.00046.wav,123.046875,-0.09521101560590764,0.005177618999070989,0.03790615685284027,-0.015747576951981035,0.0013997206379150495,0.006317278370261255,0.10340265081905861,0.07562083368272389,0.1197432980805417,0.12678942334032856,0.04926086454165065,0.054808984400486614,blues
gtzan\blues\blues.00047.wav,151.99908088235293,-0.06507418854378545,-0.16771529224007187,-0.011970452964306925,0.1193911805748938,0.01425492298391104,-0.03884491510689269,0.12761987019135818,0.14041788080986345,0.1702845521482786,0.17721646281733763,0.08526400763114551,0.07334725972272271,blues
gtzan\blues\blues.00048.wav,123.046875,-0.11962065404495711,0.016375954574952344,0.0421449728310105,-0.02180835977196729,0.01837914520305835,0.00843587704002869,0.08518113457918464,0.0824004955297624,0.0948733627605028,0.10552087403839445,0.03847409557301423,0.0436485137200519,blues
gtzan\blues\blues.00049.wav,123.046875,-0.1930401771000302,0.0430486099628426,-0.013583661988377765,-0.06077390164136932,0.03409095540552538,-0.0022740797139706274,0.18820049740831804,0.1872617645590683,0.20078224962006438,0.2500297316179065,0.09193839894806975,0.09053507055302223,blues
gtzan\blues\blues.00050.wav,135.99917763157896,0.027167158370536654,-0.05296222902619706,0.024406846612691283,-0.004885092377663089,-0.008786185180300454,-0.005559289827942829,0.046505694047548465,0.053036377119417985,0.05649953154967602,0.05985141048451845,0.03024426175109913,0.021603690831092794,blues
gtzan\blues\blues.00051.wav,99.38401442307692,0.03460705433388012,-0.04436449162085525,0.026282191276549495,0.05741886794567065,0.018510712703559203,-0.018406093120574882,0.06069384410767085,0.047897104799239185,0.0774479760059985,0.07075167026190873,0.026143126245904726,0.029778776895431656,blues
gtzan\blues\blues.00052.wav,151.99908088235293,0.060098516163605536,0.1371732210316984,0.08657151460647527,0.02795490622520392,0.03239548776398943,-0.023523426614701526,0.0789727154366955,0.10941201186631422,0.15615393720646822,0.11905632217163802,0.058883750498922,0.06473280399056287,blues
gtzan\blues\blues.00053.wav,103.359375,-0.04097310689689561,-0.014616316999982826,0.002277404069900048,0.023394078016280666,-0.00786169451001813,0.006414331495761992,0.057902593666287694,0.044871484295098386,0.06189085117983446,0.06321910113689218,0.025129922677610706,0.02409354297673144,blues
gtzan\blues\blues.00054.wav,92.28515625,0.051547318895177156,0.005690427149969466,-0.0399038121104246,-0.005808331072331088,0.01200382373025752,0.009614907205104831,0.048487293116749305,0.038721580148667084,0.06062892064654048,0.06022264455987546,0.02545250699433635,0.028274349789324145,blues
gtzan\blues\blues.00055.wav,135.99917763157896,0.028425596724401196,0.03721482858516772,0.011174406856297898,-0.01706942170858454,0.012119111845566155,-0.004691320471465566,0.03847258531512812,0.04732116352246725,0.05974288639106677,0.05243576337345131,0.0217168369788782,0.019486862026245864,blues
gtzan\blues\blues.00056.wav,161.4990234375,0.11891058371775029,-0.05101326007282902,0.054224070161580394,0.05537692829966507,0.026999768455237817,-0.02131311222910868,0.11685538027371369,0.11953822667240507,0.15739650413158887,0.12855145675839053,0.060421680306578573,0.06236854896867714,blues
gtzan\blues\blues.00057.wav,92.28515625,0.021081606146954947,-0.06396325744869981,0.04022102057933748,-0.0030749216675763397,-0.004178727188059561,-0.0045064184814691145,0.057659974975134864,0.06416236287951967,0.08220747384643239,0.08758156643474936,0.03386218628247609,0.03311712209498172,blues
gtzan\blues\blues.00058.wav,107.666015625,-0.04481596014193381,-0.04575920695226072,-0.006379961967468914,0.01114140078425367,-0.008324476200250097,0.0004127053543925727,0.06748660777669356,0.05810886029945393,0.08522041225910641,0.063793080006755,0.027397863060026555,0.032762539471521634,blues
gtzan\blues\blues.00059.wav,107.666015625,0.028965608246339307,0.04448055476837451,0.0026228427886958172,-0.0074522420763974695,0.005663967830468929,-0.012326494790613578,0.05023377755315027,0.05001325549914795,0.07132927705235102,0.059574796960339585,0.02697071375234501,0.022667463905128013,blues
gtzan\blues\blues.00060.wav,151.99908088235293,0.06505744772520253,-0.01607176524707615,-0.03468116745352795,0.025215703994034912,0.010324587080973356,0.01166866719722754,0.046021088160880554,0.04115846766515751,0.0628720335118455,0.05683272071318054,0.02300028130372985,0.02740078522715302,blues
gtzan\blues\blues.00061.wav,129.19921875,0.03434875852820601,0.03313760726335425,0.030178640037774568,-0.022802606225014253,-0.00538049166346669,-0.014944877475499914,0.045957128093238375,0.04255833527297256,0.0675935844064949,0.06839491858872829,0.02632610336648415,0.02750118934080577,blues
gtzan\blues\blues.00062.wav,112.34714673913044,-0.019787525365918313,0.12897591120203877,-0.05484572052955666,0.03965970687568114,-0.02991805634060264,-0.01254477258771657,0.10418307043806099,0.09699300537169385,0.1194672998725121,0.1308720531708359,0.058258771246431154,0.051295564323045696,blues
gtzan\blues\blues.00063.wav,92.28515625,-0.028202102760453564,0.1206396243193434,-0.03870384022593529,0.025005172938107643,-0.03342824150771412,0.01561079174280169,0.12246505875142609,0.1066849287305094,0.12965192797784517,0.1299556928015568,0.049479298248090525,0.050716626604382684,blues
gtzan\blues\blues.00064.wav,151.99908088235293,-0.01780952314507463,0.07902719128530818,-0.06053204089403186,0.015300527215003537,-0.015054025932197165,0.01917775347828863,0.05422755639155653,0.05442114878375194,0.07025093308295866,0.08894509258700736,0.032057547825435705,0.030467551738261985,blues
gtzan\blues\blues.00065.wav,107.666015625,0.03599784863627519,0.13841032047624366,0.06771120056509926,0.06964510306715932,0.030085058765253626,0.027958367019891888,0.10574273079298603,0.1058213895598052,0.12903580124202574,0.13314533350483673,0.04412878512878629,0.05444707729821703,blues
gtzan\blues\blues.00066.wav,161.4990234375,0.07505890966323564,0.01826851516865856,0.05477108061313565,-0.0388168096542362,-0.013256775031954972,-0.031362190842628285,0.05764575727619926,0.07944907334429152,0.09841217862467282,0.07627055297406003,0.034710765648036455,0.03582775701015932,blues
gtzan\blues\blues.00067.wav,161.4990234375,0.09276081435379646,0.0717598187773442,0.07165005058050121,0.029902845621108624,0.01346705042402248,-0.03681848291307675,0.05792009679459265,0.05946528237417874,0.0893491311083098,0.0915892285515057,0.03575196101240921,0.03823177457650734,blues
gtzan\blues\blues.00068.wav,161.4990234375,-0.01337596186009539,0.09833886515633782,-0.07315719500184098,0.06283317878842296,-0.018442606092163617,0.007841996848583235,0.06841665883743976,0.0641252081519334,0.08846981262299311,0.07973212970455577,0.03361919472768127,0.037193070411463074,blues
gtzan\blues\blues.00069.wav,123.046875,0.017346448612183936,0.043512680966410096,0.03372817859053565,0.015104524791240314,-0.004277227792300328,-0.026512094773352105,0.08685515661463149,0.08867661580855699,0.11593855796154237,0.13747337871567672,0.04579376434952818,0.04411700528193388,blues
gtzan\blues\blues.00070.wav,143.5546875,0.00448402080323094,0.02496603549138657,-0.024520598351955886,0.010696647688746131,-0.002455569105955889,0.0038654245436192444,0.0674230107386505,0.09883594757620197,0.11056913496180386,0.10174158470992711,0.04127606703747048,0.03698462054189023,blues
gtzan\blues\blues.00071.wav,143.5546875,-0.010718190844683066,0.10764611109823967,-0.08935854583978692,0.015800923109053885,-0.02066757961032602,0.017941850237548334,0.07023737507540875,0.06159849871900455,0.09253836205220654,0.08936019181536384,0.03698347656343995,0.03729302055401809,blues
gtzan\blues\blues.00072.wav,103.359375,0.11629432543468264,0.061629778746330986,0.10869584232568673,0.009384248405694472,-0.01441393734717892,-0.04827883187681427,0.07725814389045019,0.10054414218612145,0.14387933707245137,0.14948610998980758,0.056812017548165526,0.05139071156878238,blues
gtzan\blues\blues.00073.wav,99.38401442307692,-0.07278758241945035,0.04290110908465808,0.06251287087798059,-0.03308802843093907,0.014519685600812337,0.005242221988737698,0.056905456936854976,0.05474457589303524,0.08735879261594401,0.10872291306225335,0.03853144469695702,0.03447034886733041,blues
gtzan\blues\blues.00074.wav,112.34714673913044,-0.06606311942682135,0.03136844955358266,0.02469130605459169,-0.02973888441920338,0.009934349634783155,-0.0008665304630993997,0.06893153804254878,0.046666623975876446,0.0890265499869009,0.09401174592335257,0.0306238084585545,0.03221986218306182,blues
gtzan\blues\blues.00075.wav,117.45383522727273,0.023399747669178336,0.024867008205759305,-0.012598328292370356,0.03787150233983942,0.005560264985121661,0.008155412040650878,0.04228825424715521,0.04489109937878599,0.06868309697795652,0.06700206272742573,0.01981230237797519,0.020771100980765154,blues
gtzan\blues\blues.00076.wav,117.45383522727273,-0.08703353332229596,0.11366286043630186,-0.005555760115385375,-0.0837464518845084,0.020437995434989736,-0.023005842231214095,0.11607597534402558,0.0884692782411606,0.20111386092033282,0.1438908781729739,0.0681684686052926,0.0641159511989534,blues
gtzan\blues\blues.00077.wav,99.38401442307692,-0.005517451696665606,0.053140472205745456,0.007055062800645218,0.02334168553352275,-0.0025395631197253524,-0.0017589237540960262,0.06105975147902248,0.06605314228677031,0.08833940738537283,0.09291644454177152,0.032598867254035144,0.03241038876970007,blues
gtzan\blues\blues.00078.wav,123.046875,-0.05467309662386789,-0.004949066581037903,0.02660540118813462,-0.03540357202291531,0.023945065709829353,-0.005263925530016301,0.05125600009192845,0.04043931426732562,0.06437559592294323,0.050867635048770614,0.020578763762706044,0.024889721423549734,blues
gtzan\blues\blues.00079.wav,161.4990234375,-0.06750456848602804,0.005566247148303841,0.06658110767602873,-0.06254835054278399,0.014586905008298371,0.02434539608657362,0.08583170149476971,0.06445597709700097,0.07463392155879073,0.07871788610140218,0.02619254544250106,0.03066365846819773,blues
gtzan\blues\blues.00080.wav,117.45383522727273,0.08150229999501626,0.0826330729668463,0.08091077022254436,-0.006441827863455218,0.009836144227479563,-0.0035280138254165047,0.08355497310395335,0.0806084015441807,0.12563367212939552,0.11545471950639606,0.039376006472690434,0.0427679048672333,blues
gtzan\blues\blues.00081.wav,103.359375,0.07938265318528982,0.03906033403813998,0.027485057711600834,-0.03359221667051358,0.006218750953029229,-0.02248611021786927,0.09818108161261489,0.12982731237099582,0.12806424000216518,0.1156684989963701,0.03601600754900887,0.04862693358208238,blues
gtzan\blues\blues.00082.wav,123.046875,0.06388336591069037,-0.03647465949561058,-0.038259543478489505,0.022955257445572946,0.006406962390413517,0.010028201155364489,0.06044309893180496,0.05441726083973079,0.09190208312816363,0.10506202981706286,0.02833156550253792,0.028620920489495657,blues
gtzan\blues\blues.00083.wav,135.99917763157896,-0.07060957899981544,0.06485624841698279,-0.07356137409806301,-0.049738038331270946,-0.012095531578746637,-0.008137710392475156,0.035903769646488004,0.03522292540876584,0.06453990723402808,0.08115537985900871,0.03524999281364179,0.028967101388997454,blues
gtzan\blues\blues.00084.wav,112.34714673913044,-0.018394464774438075,0.06434123049672998,0.06636325269937474,-0.01560667902231266,0.018988109061829454,0.004305881448090178,0.06054038608118361,0.06674308028588105,0.08063209623740486,0.09298716814697965,0.02962537752924263,0.03383731242549345,blues
gtzan\blues\blues.00085.wav,143.5546875,0.1318443923999598,0.0789478960202306,0.019388187676667716,-0.010916411876678718,0.012376851840248615,-0.020695405080914688,0.11789133910406165,0.12579845068787576,0.15480045100628465,0.20234275379732025,0.0714162963501025,0.07056787306654398,blues
gtzan\blues\blues.00086.wav,123.046875,0.08020202665044816,0.0387315059678824,-0.006491538137197883,-0.03372627124190365,0.023922861415618755,-0.020122816786169975,0.10316583906297386,0.10373798154635543,0.12776519453633126,0.1405001661738995,0.051756912613523345,0.05090542445222332,blues
gtzan\blues\blues.00087.wav,172.265625,-0.08094764985456204,-0.06543812198054805,-0.11607101932168068,0.009779561311006393,0.015121219530115075,0.006947786081582243,0.09514588588552189,0.11614214109824397,0.1598147231967998,0.14518075750045947,0.06006629805879313,0.05728815636261787,blues
gtzan\blues\blues.00088.wav,172.265625,0.010754289412885747,0.05412797278156459,-0.06334745883941686,-0.03873274847865183,0.011069506066852919,-0.008422899059951205,0.08124255334753684,0.07224752341008368,0.09181706251849006,0.12092714107679546,0.04641632392266598,0.04656454658709201,blues
gtzan\blues\blues.00089.wav,107.666015625,0.1171141834896387,-0.014464174196205779,-0.02890247479081212,0.0905719883739945,0.0329851944586279,0.024982596747577208,0.11082887240814535,0.13408374799484052,0.2182897585963094,0.12178716742345631,0.06263265121790905,0.06989548347851857,blues
gtzan\blues\blues.00090.wav,143.5546875,0.10407509937122353,-0.09652417511579266,-0.0030275564640762642,0.022033568471669575,0.01239012844348115,-0.003099876455962609,0.10662781619110226,0.11073295609306966,0.16266468738818973,0.15615505904798574,0.0637302048614526,0.05924656375973927,blues
gtzan\blues\blues.00091.wav,123.046875,0.0945780259624731,-0.11049771712189611,0.024172533303498375,0.1089357510209078,0.023817876157347814,-0.021563997492194,0.1130984892813515,0.11224446823874394,0.16226900456303556,0.12412531283156578,0.05840161403178291,0.0379294520639349,blues
gtzan\blues\blues.00092.wav,83.35433467741936,-0.015410606104367803,-0.17549705372179045,-0.008633296936751259,0.034273754805326115,0.0207183938109744,0.009604996070265643,0.1900826612370219,0.1437764492478462,0.13409742136204272,0.27483396008226585,0.07173688029790742,0.08321906075076835,blues
gtzan\blues\blues.00093.wav,143.5546875,0.24833912786336773,-0.26278224694406144,0.05647851340472648,0.08822450228035392,-0.0031963182334600383,-0.004727744031697826,0.17702715626998633,0.1329442429881301,0.17174942326903628,0.21086419516568886,0.09568860897324723,0.08963133281456992,blues
gtzan\blues\blues.00094.wav,103.359375,0.07387542637694845,-0.05503581563991096,-0.07506134733557746,0.11405690014362198,0.03397314601801554,0.039441273082047756,0.12422189567715994,0.15129409916617031,0.15840572150426868,0.1710637919492065,0.057375330639368866,0.0780909365147828,blues
gtzan\blues\blues.00095.wav,135.99917763157896,0.06237500529011824,-0.09874075606743467,0.040911447256803235,0.04001441597938406,0.01495157646400977,-0.012064770795404852,0.08309810352214228,0.09420952474267062,0.1341753788075219,0.11477513796746291,0.05499218931465179,0.048399529831371677,blues
gtzan\blues\blues.00096.wav,123.046875,0.1939269877294744,-0.266150122213309,0.09898077417164854,0.22360214218497138,0.056875045839691815,-0.06005726242437972,0.16325451297550353,0.1449869617612569,0.21038079994272424,0.2180677518871762,0.06820040302180821,0.08906989744619263,blues
gtzan\blues\blues.00097.wav,117.45383522727273,0.03972877754503004,-0.034989252336922856,-0.047520890831947715,0.021638534963130326,0.010489623139140706,-0.0009945007041095614,0.07756089647428006,0.09299938561702786,0.11751814803430403,0.1199541105769261,0.05639507282479096,0.04372711971233403,blues
gtzan\blues\blues.00098.wav,123.046875,0.030888309252337577,0.08810041579797499,0.06589896604418703,0.013054814189671667,0.03270073752803139,-0.00935573130846018,0.06032702768092044,0.06445657586349252,0.09378770208140252,0.07269937194985568,0.03663017671369432,0.02643410939618549,blues
gtzan\blues\blues.00099.wav,92.28515625,0.042882944772229335,0.08131935875401022,0.028652731329201646,0.04513974115252416,0.027259551438559272,0.013625219929963406,0.10696507437349789,0.1143282815025057,0.1388074135349958,0.12466556703972197,0.06007426903378709,0.06530185152828309,blues
